Event,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination
 Bullet ,GeTs,peonamigo,1-0,2016.06.30,22:41:38,1811,1722,8.0,-8.0,A48,London System,120+0,Normal
 Blitz ,jamaldakhilizadeh,GPJdavid15,1-0,2016.06.30,22:41:47,1636,1606,10.0,-9.0,A00,Hungarian Opening,180+2,Normal
 Classical ,yudodistome,d12345,0-1,2016.06.30,22:41:43,1388,2136,0.0,1.0,A00,Van't Kruijs Opening,600+0,Normal
 Blitz tournament ,oscarmex45,Loschoux,0-1,2016.06.30,22:41:47,1926,1606,-24.0,20.0,B20,Sicilian Defense: Staunton-Cochrane Variation,180+0,Normal
 Blitz tournament ,hayatta,Krasi73,0-1,2016.06.30,22:41:47,1667,1914,-4.0,5.0,B20,Sicilian Defense: Bowdler Attack,180+0,Time forfeit
 Blitz tournament ,onaynevil7,gvad202020,0-1,2016.06.30,22:41:47,1438,1943,-2.0,1.0,B21,Sicilian Defense: Smith-Morra Gambit #2,300+0,Time forfeit
 Blitz tournament ,Shambobala,Kamb,0-1,2016.06.30,22:41:47,1773,2020,-5.0,4.0,B01,Scandinavian Defense: Mieses-Kotroc Variation,180+0,Time forfeit
 Blitz tournament ,Pervach,dancg,1-0,2016.06.30,22:41:47,1807,1928,15.0,-16.0,D12,"Slav Defense: Quiet Variation, Pin Defense",300+0,Normal
 Blitz tournament ,DrBergerBerger,xd234,1-0,2016.06.30,22:41:47,2436,1781,0.0,-1.0,B00,Owen Defense,300+0,Normal
 Blitz ,gbsalvio,IMFiscal,0-1,2016.06.30,22:41:48,2123,2110,-11.0,12.0,B23,Sicilian Defense: Closed Variation,180+0,Normal
 Blitz ,bricio,Giok,1-0,2016.06.30,22:41:48,1705,1732,11.0,-12.0,B10,Caro-Kann Defense,180+2,Normal
 Blitz tournament ,Xiinn,sprbrrng,0-1,2016.06.30,22:41:47,1705,1767,-9.0,10.0,A04,Reti Opening #2,300+0,Normal
 Classical ,dani653t,Batdog,1-0,2016.06.30,22:41:47,1566,1736,18.0,-17.0,D07,Queen's Gambit Refused: Chigorin Defense,300+8,Normal
 Bullet ,barakeomala,Emmy16,1-0,2016.06.30,22:41:48,2122,2149,12.0,-13.0,B10,Caro-Kann Defense: Two Knights Attack,60+0,Time forfeit
 Bullet ,Frozenedge666,Grisha50,1-0,2016.06.30,22:41:48,1810,1421,4.0,-3.0,A00,Hungarian Opening: Reversed Alekhine,30+0,Time forfeit
 Classical ,Protos93,Wenderio,1-0,2016.06.30,22:41:49,1447,1517,14.0,-13.0,C21,Center Game #2,240+15,Normal
 Classical ,DE1123,mexico-tamaulipas,0-1,2016.06.30,22:41:42,1880,1699,-16.0,17.0,D02,Queen's Gambit Refused: Baltic Defense,480+0,Normal
 Blitz ,rondinellepb,aila,0-1,2016.06.30,22:41:50,2223,2017,-16.0,16.0,C61,Ruy Lopez: Bird Variation,300+0,Normal
 Bullet tournament ,Sonico2015,chesssn1992,0-1,2016.06.30,22:41:51,1136,1961,0.0,1.0,B00,Owen Defense,60+0,Time forfeit
 Bullet tournament ,raflalink,ferrari9182,1/2-1/2,2016.06.30,22:41:51,1703,2319,11.0,-14.0,A34,"English Opening: Symmetrical Variation, Normal Variation",60+0,Normal
 Blitz ,sealedbid,MenteSana1690,1-0,2016.06.30,22:41:53,1624,1675,13.0,-13.0,B20,Sicilian Defense,180+0,Time forfeit
 Blitz ,Behro,OARR,1-0,2016.06.30,22:41:53,1337,1437,15.0,-31.0,A41,Queen's Pawn,300+0,Normal
 Classical ,mthoffman,khaine991,1-0,2016.06.30,22:41:51,1765,1315,1.0,-2.0,B30,Sicilian Defense: Old Sicilian,900+0,Time forfeit
 Blitz ,closer651,katekesen,0-1,2016.06.30,22:41:54,1296,1208,-14.0,13.0,C00,French Defense: Normal Variation,300+0,Normal
 Classical ,mflowers,thefootplus,1-0,2016.06.30,22:41:54,1820,1742,8.0,-9.0,C53,"Italian Game: Classical Variation, Albin Gambit",600+0,Time forfeit
 Bullet tournament ,Pekda,Igor_Vechil,1-0,2016.06.30,22:41:51,2246,1908,3.0,-3.0,A01,Nimzo-Larsen Attack: Indian Variation,60+0,Time forfeit
 Classical ,maxpiz5,jalfarovhn,1-0,2016.06.30,22:41:53,2015,1780,4.0,-5.0,B01,Scandinavian Defense: Mieses-Kotroc Variation,300+6,Time forfeit
 Blitz ,aberr,spaskaspaski,0-1,2016.06.30,22:41:54,1522,1798,-4.0,4.0,A40,English Defense #2,360+0,Normal
 Bullet ,grabarz91,Rickveg,1-0,2016.06.30,22:41:56,1611,1423,21.0,-6.0,D02,Queen's Pawn Game: Zukertort Variation,60+1,Time forfeit
 Blitz ,Ajedreznovel,Davo96,1-0,2016.06.30,22:42:00,1548,1665,15.0,-15.0,B90,Sicilian Defense: Najdorf Variation,300+0,Normal
 Classical ,Udgin,HACHEEA9,1-0,2016.06.30,22:41:56,1795,1619,6.0,-5.0,B30,Sicilian Defense: Old Sicilian,480+0,Normal
 Bullet ,EESSLLAAMM40,SirHarmony,0-1,2016.06.30,22:41:57,1275,1630,-4.0,3.0,A40,Englund Gambit,60+0,Time forfeit
 Classical ,landofchess,otnelup,0-1,2016.06.30,22:41:55,1881,1858,-12.0,12.0,C41,Philidor Defense #4,480+0,Normal
 Blitz ,edshanty7,zarsale,1-0,2016.06.30,22:41:56,1816,1845,12.0,-11.0,B50,Sicilian Defense: Delayed Alapin,300+3,Normal
 Classical ,Hugofan,ferrolho1,0-1,2016.06.30,22:41:56,1687,1748,-9.0,9.0,B20,Sicilian Defense: Bowdler Attack,900+0,Normal
 Blitz ,Israel89,SnarkaShark,0-1,2016.06.30,22:42:00,1423,1627,-6.0,5.0,B00,Nimzowitsch Defense: Williams Variation,300+2,Normal
 Blitz ,WolfgangSenff,Hugo9781567,1-0,2016.06.30,22:41:57,1845,1636,5.0,-53.0,A84,Dutch Defense: Rubinstein Variation,300+0,Normal
 Blitz ,lucila-solis,torgo,0-1,2016.06.30,22:41:57,2115,2147,-9.0,10.0,A00,Hungarian Opening: Slav Formation,300+0,Normal
 Classical ,viciousizm,jzu12,1-0,2016.06.30,22:41:57,1277,1415,19.0,-17.0,C20,King's Pawn Game: Wayward Queen Attack,600+0,Time forfeit
 Classical ,christjj,halepli,1-0,2016.06.30,22:42:01,1920,1875,9.0,-9.0,D02,Queen's Gambit Refused: Baltic Defense,600+0,Normal
 Blitz ,luthiermarcos,Yannie7,1-0,2016.06.30,22:42:04,1621,1220,3.0,-3.0,C00,French Defense: Steiner Variation,240+0,Normal
 Classical ,Dexter100,matto44,1/2-1/2,2016.06.30,22:42:01,1522,1400,-3.0,4.0,B00,Goldsmith Defense,600+0,Time forfeit
 Bullet ,amir51,one_trick_pony,0-1,2016.06.30,22:42:03,1912,2161,-4.0,5.0,A00,Hungarian Opening,30+0,Normal
 Blitz ,mcn13,gypo,0-1,2016.06.30,22:41:51,1062,1388,-4.0,3.0,B40,Sicilian Defense: French Variation,300+0,Normal
 Bullet tournament ,cheess_magic,kotolak,1-0,2016.06.30,22:42:06,1837,1560,5.0,-37.0,A04,Zukertort Opening: Kingside Fianchetto,60+0,Time forfeit
 Blitz ,Denis171985,The-Black-Knight,1-0,2016.06.30,22:42:01,1709,1648,10.0,-9.0,B06,Modern Defense,300+0,Normal
 Bullet ,Jndelrio,topins,1-0,2016.06.30,22:42:05,1738,1732,11.0,-10.0,C45,Scotch Game: Haxo Gambit,120+0,Time forfeit
 Bullet tournament ,cacheyourdreams,lchuza_otro,0-1,2016.06.30,22:42:06,1497,1638,-8.0,8.0,A40,English Defense #2,60+0,Time forfeit
 Bullet ,brunonar,MNKarpov,0-1,2016.06.30,22:41:57,1495,1415,-14.0,14.0,A53,Old Indian Defense,0+3,Time forfeit
 Bullet ,Machaquito,leon79,1-0,2016.06.30,22:41:58,1704,1716,10.0,-11.0,A43,Old Benoni Defense,0+3,Time forfeit
 Blitz ,FBF,baja,0-1,2016.06.30,22:42:06,2036,2003,-12.0,10.0,D26,"Queen's Gambit Accepted: Classical Defense, Steinitz Variation, Development Variation",180+2,Normal
 Bullet ,zouzou84,Gazzgun,1-0,2016.06.30,22:42:08,1339,1479,15.0,-15.0,E60,"King's Indian Defense: Normal Variation, King's Knight Variation",60+2,Time forfeit
 Classical ,fantasmadecarretera,verlained,0-1,2016.06.30,22:42:06,1470,1475,-11.0,12.0,C20,King's Pawn Game: King's Head Opening #2,600+0,Normal
 Classical ,mm-lazavi,gorik04,0-1,2016.06.30,22:42:03,1736,1740,-11.0,12.0,C00,French Defense: Normal Variation,1140+2,Normal
 Bullet ,Kiiris,piwot3,0-1,2016.06.30,22:42:09,2096,1998,-14.0,13.0,C46,Three Knights Opening,60+0,Time forfeit
 Blitz ,henriqueninho,gym0404,1-0,2016.06.30,22:41:57,1654,1707,12.0,-13.0,A20,"English Opening: King's English Variation, Nimzowitsch-Flohr Variation",240+0,Normal
 Blitz ,vsndl,Huusi,0-1,2016.06.30,22:42:09,1689,1863,-5.0,6.0,C02,French Defense: Advance Variation,180+0,Normal
 Blitz ,paquetoro,Ferman1462,0-1,2016.06.30,22:42:06,2077,1965,-14.0,14.0,B03,Alekhine Defense: Exchange Variation,180+2,Time forfeit
 Blitz ,perenquen,RampingUp,0-1,2016.06.30,22:42:11,1330,1568,-5.0,5.0,D00,Queen's Pawn Game: Mason Attack,120+5,Normal
 Blitz ,Dahumada,acaro,1-0,2016.06.30,22:42:10,1457,1347,8.0,-8.0,C20,King's Pawn Game: King's Head Opening #2,300+0,Normal
 Classical ,Infectante,Ceinwyn,1-0,2016.06.30,22:42:03,1680,1526,6.0,-6.0,B11,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation",600+0,Normal
 Classical ,Scientist1989,apetiss,0-1,2016.06.30,22:42:07,1708,1670,-12.0,14.0,C00,French Defense: Knight Variation,600+10,Time forfeit
 Classical ,Petruxamak,aldiaro92,1-0,2016.06.30,22:42:09,1523,1400,7.0,-8.0,A10,English Opening,360+3,Time forfeit
 Bullet tournament ,steveww1,Ser3196,1-0,2016.06.30,22:42:06,1553,1539,14.0,-11.0,B01,Scandinavian Defense: Mieses-Kotroc Variation,60+0,Normal
 Classical ,arca61,jlp0260859,0-1,2016.06.30,22:42:10,2034,2081,-9.0,10.0,C21,Center Game,600+0,Normal
 Bullet tournament ,SavageStevie,Steinitz_dream,0-1,2016.06.30,22:42:06,2022,2253,-5.0,6.0,B12,Caro-Kann Defense: Maroczy Variation,60+0,Normal
 Blitz ,mehranalivand1,wheelchess,1/2-1/2,2016.06.30,22:42:06,2065,2022,-1.0,1.0,A00,Saragossa Opening,300+0,Normal
 Bullet ,kalounardo,GreatDevistator2,1-0,2016.06.30,22:42:16,2272,2197,9.0,-9.0,E20,Nimzo-Indian Defense #2,60+2,Normal
 Blitz ,galeote,segreda1,1-0,2016.06.30,22:42:16,1784,1713,8.0,-9.0,C00,French Defense: Knight Variation,180+0,Normal
 Bullet ,gipsy_man,InkaWarrior,0-1,2016.06.30,22:42:15,1864,1691,-16.0,16.0,A00,Van't Kruijs Opening,60+0,Normal
 Classical ,Dave2336,kedjarett,0-1,2016.06.30,22:42:14,1572,1883,-3.0,11.0,B40,"Sicilian Defense: French Variation, Normal",900+5,Normal
 Bullet tournament ,chris2007,JohnHF,1-0,2016.06.30,22:42:06,1603,1877,19.0,-19.0,B00,Owen Defense,60+0,Time forfeit
 Blitz ,Meetztapooz,adrher,1-0,2016.06.30,22:42:14,1732,1631,9.0,-8.0,A00,Polish Opening: Czech Defense,300+0,Normal
 Blitz ,maxpoulet,QQ__UM,1-0,2016.06.30,22:42:14,1727,1797,13.0,-13.0,B17,"Caro-Kann Defense: Karpov Variation, Modern Variation",180+3,Normal
 Bullet ,dreddknight1,KarlRoll,1-0,2016.06.30,22:42:11,1761,1726,10.0,-9.0,C41,Philidor Defense: Exchange Variation #2,60+0,Time forfeit
 Bullet ,Grino,ramchandanbapu,1-0,2016.06.30,22:42:16,1528,1366,7.0,-10.0,C01,French Defense: Exchange Variation,0+4,Normal
 Bullet ,marcokrt_channel,abdennuri,0-1,2016.06.30,22:42:15,1644,1693,-35.0,9.0,B50,Sicilian Defense,120+0,Normal
 Bullet tournament ,Annuex,lishcp,1-0,2016.06.30,22:42:06,1622,1640,12.0,-13.0,B11,Caro-Kann Defense,60+0,Time forfeit
 Blitz ,gpaltps,zygorff,0-1,2016.06.30,22:42:17,1601,1528,-32.0,14.0,A53,Old Indian Defense,240+0,Time forfeit
 Bullet ,Vinvin,omnivore,0-1,2016.06.30,22:42:16,2117,2107,-9.0,12.0,C00,French Defense: Normal Variation,60+0,Time forfeit
 Classical ,horseLgider,siridle,1-0,2016.06.30,22:42:17,1384,1522,20.0,-19.0,A40,"Englund Gambit Declined, Reversed French",1200+0,Normal
 Blitz ,mauriziospin,MakeChessGreatAgain,0-1,2016.06.30,22:42:17,1488,1920,-2.0,3.0,A84,Dutch Defense: Rubinstein Variation,180+0,Normal
 Bullet ,Itseyce,anscariusbarcino,1-0,2016.06.30,22:42:03,1559,1548,10.0,-11.0,A10,English Opening: Anglo-Scandinavian Defense,60+0,Time forfeit
 Bullet ,zioIggino,melkior23,1-0,2016.06.30,22:42:11,1523,1382,6.0,-80.0,A10,English Opening,0+3,Normal
 Blitz ,Matian,UnluckyMadman,1-0,2016.06.30,22:42:16,1159,1339,18.0,-72.0,B06,Modern Defense,360+0,Time forfeit
 Classical tournament ,BOBFICHER1981,quaracique77,0-1,2016.06.30,22:42:18,2054,2014,-13.0,15.0,C11,French Defense: Burn Variation,600+0,Normal
 Classical ,Alonxo,bhoopathyraj,0-1,2016.06.30,22:42:16,1457,1500,-7.0,158.0,A00,Van't Kruijs Opening,300+8,Normal
 Bullet ,Bibi1983,ronniak,0-1,2016.06.30,22:42:11,1931,1966,-9.0,11.0,A00,Hungarian Opening,60+0,Normal
 Blitz ,MatiasCuevasGabriel,dl8419,0-1,2016.06.30,22:42:18,1442,1526,-8.0,9.0,C41,Philidor Defense #3,180+2,Time forfeit
 Bullet ,zafarynl,liparrene,0-1,2016.06.30,22:42:15,1847,1923,-8.0,8.0,B00,Owen Defense: Smith Gambit,60+0,Time forfeit
 Classical ,MaaThaMeatloaf,fredoche31,1-0,2016.06.30,22:42:18,1735,1308,3.0,-2.0,D06,Queen's Gambit Refused: Marshall Defense,600+0,Normal
 Classical tournament ,pead,starfox2016,0-1,2016.06.30,22:42:18,1351,1646,-6.0,4.0,A00,Van't Kruijs Opening,600+0,Normal
 Classical ,OLI279,mehmet71,1-0,2016.06.30,22:42:16,1718,1725,11.0,-11.0,A40,Horwitz Defense,540+0,Normal
 Classical tournament ,TonoyanRob7,wins1,1-0,2016.06.30,22:42:18,2232,1757,2.0,-2.0,A02,Bird Opening,600+0,Normal
 Bullet ,zdiegol,Abisoftware,1-0,2016.06.30,22:42:19,1755,1818,13.0,-13.0,B45,"Sicilian Defense: Paulsen Variation, Normal Variation",60+0,Time forfeit
 Blitz ,pelapu,limonsevenbocek,0-1,2016.06.30,22:42:21,2089,2092,-10.0,11.0,B01,Scandinavian Defense: Mieses-Kotroc Variation,180+0,Time forfeit
 Classical ,lucho_mons,Eddy2017,0-1,2016.06.30,22:42:20,1452,2185,0.0,1.0,D01,Queen's Pawn Game: Chigorin Variation,480+0,Time forfeit
 Classical tournament ,Andygc,bituco,0-1,2016.06.30,22:42:21,1578,1824,-5.0,5.0,C34,"King's Gambit Accepted, MacLeod Defense",600+0,Normal
 Blitz ,pequenocolibri,Guaimare,1-0,2016.06.30,22:42:21,1912,1984,12.0,-14.0,C45,Scotch Game: Schmidt Variation,300+0,Normal
 Bullet ,bapti,double_fork,0-1,2016.06.30,22:42:22,1885,1915,-11.0,10.0,B12,"Caro-Kann Defense: Advance Variation, Van der Wiel Attack",60+0,Time forfeit
 Bullet tournament ,D4Champion,amateur2016,0-1,2016.06.30,22:42:24,1730,2143,-2.0,2.0,A41,Old Indian Defense,60+0,Time forfeit
 Bullet ,destrunkeN-a,sofos1,0-1,2016.06.30,22:42:25,1725,1697,-12.0,14.0,B25,"Sicilian Defense: Closed Variation, Traditional",60+0,Time forfeit
 Classical ,Luisphotosmadrid,Wurze31,0-1,2016.06.30,22:42:24,1838,2315,-2.0,2.0,D00,Queen's Pawn Game,480+0,Normal
 Classical tournament ,Dkgwby,mesquers,0-1,2016.06.30,22:42:18,1948,1926,-11.0,30.0,B10,Caro-Kann Defense,600+0,Normal
 Bullet tournament ,zrosp,M3rC3L_CCas,1-0,2016.06.30,22:42:24,1749,1656,8.0,-9.0,A46,Doery Defense,60+0,Normal
 Bullet tournament ,dargelirli,Ephraeim,0-1,2016.06.30,22:42:24,1708,2091,-2.0,2.0,B53,"Sicilian Defense: Modern Variations, Tartakower",60+0,Time forfeit
 Blitz ,uloseit99,Zuggy17,1-0,2016.06.30,22:42:25,1800,1874,12.0,-13.0,D00,"Queen's Pawn Opening: Veresov Attack, Irish Gambit",180+3,Normal
 Blitz ,slipenko,Kamal_,1-0,2016.06.30,22:42:29,2109,1537,1.0,-1.0,B01,Scandinavian Defense: Mieses-Kotroc Variation,180+0,Time forfeit
 Bullet tournament ,FreestylerOne,ChecksMix,1-0,2016.06.30,22:42:24,1757,1764,12.0,-12.0,A00,Van't Kruijs Opening,60+0,Time forfeit
 Blitz ,Karandatta11,PinNumber,1-0,2016.06.30,22:42:27,1565,1686,15.0,-35.0,A00,Hungarian Opening,180+1,Normal
 Bullet tournament ,kubanisi,pv3400,0-1,2016.06.30,22:42:24,1481,1621,-8.0,8.0,B06,Robatsch (Modern) Defense,60+0,Time forfeit
 Bullet ,joddle,karpovs_putzfrau,0-1,2016.06.30,22:42:24,2324,2425,-8.0,9.0,B00,"Nimzowitsch Defense: Kennedy Variation, de Smet Gambit",30+0,Time forfeit
 Bullet ,rdrtx1,takadimi,0-1,2016.06.30,22:42:28,1649,1770,-8.0,8.0,D02,Queen's Pawn Game: Zukertort Variation,0+2,Normal
 Classical ,Al_3,CharlyTBS,1-0,2016.06.30,22:42:29,1747,1750,13.0,-11.0,C45,Scotch Game,600+0,Time forfeit
 Blitz ,Grote_haas,migarbi,0-1,2016.06.30,22:42:29,2102,1869,-19.0,17.0,B07,Pirc Defense #4,300+3,Normal
 Blitz ,boris9753,bbrt,0-1,2016.06.30,22:42:29,1752,1745,-11.0,11.0,C68,"Ruy Lopez: Exchange Variation, Lutikov Variation",300+0,Time forfeit
 Classical ,ibonuribeetxebarria,Chaturanja,1-0,2016.06.30,22:42:30,2232,1578,1.0,0.0,B22,Sicilian Defense: Alapin Variation,900+0,Normal
 Blitz tournament ,kafune,kanatal,1-0,2016.06.30,22:42:31,1668,1686,13.0,-14.0,C00,St. George Defense,180+0,Normal
 Classical ,sogooxon,sam7neeee,1-0,2016.06.30,22:42:28,2047,1996,10.0,-11.0,B40,Sicilian Defense: French Variation,120+10,Time forfeit
 Blitz tournament ,albertnadj,timoha60,1-0,2016.06.30,22:42:31,1519,1718,20.0,-17.0,D02,Queen's Pawn Game: Zukertort Variation,180+0,Time forfeit
 Blitz tournament ,diguim,ildivinojohnny,0-1,2016.06.30,22:42:31,1795,1992,-6.0,6.0,A00,Van Geet Opening,180+0,Normal
 Blitz tournament ,sofianet06,grigorii1958,0-1,2016.06.30,22:42:31,1628,1901,-5.0,4.0,B35,"Sicilian Defense: Dragon Variation, Modern Bc4 Variation",180+0,Normal
 Blitz tournament ,dramekito,Supercerebraco,0-1,2016.06.30,22:42:31,1627,1776,-7.0,7.0,A46,Yusupov-Rubinstein System,300+0,Normal
 Classical ,JorgeTZC,fillingworthp,1-0,2016.06.30,22:42:32,1414,1369,14.0,-9.0,C41,Philidor Defense,2400+8,Time forfeit
 Blitz tournament ,nicola26,stoner1,0-1,2016.06.30,22:42:31,1555,1893,-3.0,3.0,B20,Sicilian Defense: Bowdler Attack,300+0,Normal
 Classical ,kareem11,Kevin77,1-0,2016.06.30,22:42:31,1740,1258,2.0,-2.0,B01,Scandinavian Defense: Mieses-Kotroc Variation,300+5,Normal
 Blitz ,neoteros,jethrotool56,0-1,2016.06.30,22:42:31,1823,2324,-1.0,3.0,A40,Queen's Pawn,300+0,Normal
 Bullet ,yenduri,Akihitoe,1-0,2016.06.30,22:42:31,1491,1316,5.0,-68.0,D02,Queen's Pawn Game: Chigorin Variation,120+1,Normal
 Bullet ,hintoch,Loon12,1-0,2016.06.30,22:42:30,1764,1726,10.0,-11.0,A40,Horwitz Defense,60+0,Normal
 Blitz tournament ,magyar0217,Kchessman2015,0-1,2016.06.30,22:42:31,1588,1580,-13.0,12.0,C25,Vienna Game: Zhuravlev Countergambit #2,300+0,Time forfeit
 Blitz ,yooztak,danielreboredo,0-1,2016.06.30,22:42:32,1859,2011,-7.0,7.0,C28,"Bishop's Opening: Vienna Hybrid, Hromadka Variation",180+0,Normal
 Bullet ,CrazyMadMax4,JhonnyBalbino,0-1,2016.06.30,22:42:33,2353,2339,-12.0,11.0,B01,Scandinavian Defense: Modern Variation #2,60+0,Normal
 Blitz tournament ,Abounds,dAdAhU,0-1,2016.06.30,22:42:34,1535,1550,-11.0,11.0,C42,Petrov's Defense #2,300+0,Normal
 Blitz ,kwibedie,germ27,0-1,2016.06.30,22:42:34,1362,1354,-12.0,12.0,C40,King's Pawn Game: McConnell Defense,300+0,Normal
 Blitz ,shammies,ChessPlayer3000,1-0,2016.06.30,22:42:32,2184,2248,13.0,-12.0,E20,Nimzo-Indian Defense: Kmoch Variation,180+0,Normal
 Classical ,javigallen,fasfar1,1-0,2016.06.30,22:42:35,1771,1786,11.0,-11.0,C50,Giuoco Piano,900+5,Normal
 Blitz ,aleksandar181994,VinChessUGM,0-1,2016.06.30,22:42:35,1354,1789,-2.0,4.0,B30,Sicilian Defense: Old Sicilian,300+3,Normal
 Blitz tournament ,Indivicivet,AREA11,0-1,2016.06.30,22:42:34,1430,1283,-17.0,15.0,A00,Grob Opening,300+0,Normal
 Bullet ,pecheca,leyensau,1-0,2016.06.30,22:42:34,2082,1875,6.0,-5.0,A48,Torre Attack,120+1,Normal
 Blitz ,SRV9497,ozgurilter,0-1,2016.06.30,22:42:34,1538,1660,-7.0,7.0,C00,French Defense: Knight Variation,180+0,Normal
 Blitz ,vate,Joueurfel,0-1,2016.06.30,22:42:35,1670,1707,-10.0,9.0,A40,Horwitz Defense,180+0,Time forfeit
 Classical ,jluctruc,kriss,0-1,2016.06.30,22:42:40,1241,1608,-4.0,3.0,A00,Van't Kruijs Opening,300+8,Normal
 Blitz ,ryuujin,qubitz,0-1,2016.06.30,22:42:37,1732,2092,-2.0,3.0,C01,French Defense: Exchange Variation,180+0,Normal
 Classical ,khasanov565,cachin2,0-1,2016.06.30,22:42:39,1640,1565,-10.0,153.0,B21,Sicilian Defense: Smith-Morra Gambit #2,660+1,Normal
 Classical ,nightrain2,SaltyDog007,1-0,2016.06.30,22:42:36,1173,1356,17.0,-183.0,B00,Nimzowitsch Defense,600+0,Normal
 Blitz ,eliseoluque,Shonuff,1-0,2016.06.30,22:42:36,1637,1611,11.0,-10.0,C66,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",300+4,Time forfeit
 Blitz ,AlexAntony,BrazilChess,0-1,2016.06.30,22:42:40,1407,1405,-11.0,12.0,C50,Italian Game,300+0,Normal
 Classical ,Titzel,vicius,1-0,2016.06.30,22:42:41,1632,1598,10.0,-10.0,D37,Queen's Gambit Declined: Three Knights Variation,300+8,Normal
 Blitz ,ahmadmohseni,Jopius,1-0,2016.06.30,22:42:43,1886,2007,15.0,-14.0,D04,Queen's Pawn Game: Colle System,300+0,Time forfeit
 Classical ,mlusara,CARNAL1903,0-1,2016.06.30,22:42:43,1375,1395,-10.0,15.0,B00,Owen Defense,420+5,Normal
 Blitz ,voodoox,pandadoll,0-1,2016.06.30,22:42:45,1402,1416,-10.0,11.0,A06,Zukertort Opening: Tennison Gambit,300+0,Normal
 Bullet ,Pablofq,kfa1016,1-0,2016.06.30,22:42:45,1550,1569,11.0,-11.0,A40,Modern Defense,120+1,Normal
 Classical ,Abdmansour,alfred1959,1/2-1/2,2016.06.30,22:42:44,1861,1862,0.0,0.0,B07,Pirc Defense #5,420+4,Normal
 Blitz ,scoober,ASSIRHM,1-0,2016.06.30,22:42:46,1718,1691,12.0,-10.0,C41,Philidor Defense: Nimzowitsch Variation,300+4,Normal
 Classical ,eliastopo,mestox,0-1,2016.06.30,22:42:46,1585,1691,-8.0,9.0,D04,"Queen's Pawn Game: Colle System, Anti-Colle",600+0,Normal
 Bullet tournament ,bugdog,hamdy7777,1-0,2016.06.30,22:42:46,2296,1556,0.0,0.0,A00,Saragossa Opening,60+0,Time forfeit
 Bullet tournament ,cougarsrule,sanle,0-1,2016.06.30,22:42:46,1841,1972,-8.0,8.0,B12,"Caro-Kann Defense: Advance Variation, Bayonet Attack",60+0,Normal
 Blitz ,FullTilt,Congoman,1-0,2016.06.30,22:42:51,2295,2315,11.0,-11.0,B06,Modern Defense,180+0,Normal
 Bullet ,blu21,salfasan,0-1,2016.06.30,22:42:40,1824,1600,-18.0,17.0,B00,Owen Defense,30+0,Time forfeit
 Bullet tournament ,MrKit,Silaror,1-0,2016.06.30,22:42:46,2135,1598,1.0,-2.0,D31,Semi-Slav Defense: Accelerated Move Order,60+0,Time forfeit
 Blitz ,jmkim96,marciosobel,1-0,2016.06.30,22:42:52,1585,1576,11.0,-11.0,C11,"French Defense: Classical Variation, Delayed Exchange Variation",300+0,Normal
 Classical ,defr911,bfogelman,0-1,2016.06.30,22:42:46,1435,1567,-7.0,7.0,C48,"Four Knights Game: Spanish Variation, Classical Variation",900+2,Normal
 Blitz ,masimoalex,de_Priest,1-0,2016.06.30,22:42:44,1713,1574,7.0,-7.0,D00,Queen's Pawn Game: Levitsky Attack,300+0,Normal
 Classical ,joaob,neuquelino,1-0,2016.06.30,22:42:46,1652,1520,8.0,-9.0,C00,French Defense #2,180+8,Normal
 Blitz ,omarsito,geovax,0-1,2016.06.30,22:42:46,1624,1612,-13.0,11.0,C41,Philidor Defense #3,300+0,Normal
 Blitz ,Koi_1234,JMN,0-1,2016.06.30,22:42:52,1769,1688,-14.0,13.0,C25,Vienna Game: Max Lange Defense,180+0,Normal
 Classical ,EZ7,plota,1-0,2016.06.30,22:42:52,1790,1672,8.0,-8.0,C20,King's Pawn Game,600+2,Normal
 Bullet ,manormarussia,Bill_Ackman,0-1,2016.06.30,22:42:56,1666,1451,-17.0,19.0,C42,Russian Game: Stafford Gambit,120+0,Normal
 Classical ,davynavy,maybii,0-1,2016.06.30,22:42:54,1303,1276,-13.0,11.0,C41,"Philidor Defense: Nimzowitsch Variation, Klein Variation",600+0,Normal
 Classical ,momo09,emirohoys,0-1,2016.06.30,22:42:54,1302,1779,-1.0,2.0,C44,Ponziani Opening,900+0,Normal
 Blitz ,vasiliy76,gramatika,1-0,2016.06.30,22:42:53,1400,1351,9.0,-11.0,C41,Philidor Defense #2,420+0,Time forfeit
 Blitz tournament ,walteriorocha,chupakabr,0-1,2016.06.30,22:42:55,2041,1992,-14.0,13.0,B07,King's Pawn Game: Maroczy Defense,180+0,Normal
 Blitz tournament ,ZooTV,kmilooo,0-1,2016.06.30,22:42:52,1452,2048,-1.0,4.0,B90,Sicilian Defense: Najdorf Variation,180+2,Normal
 Blitz tournament ,Bayern123,Ojoquesoybueno,1-0,2016.06.30,22:42:55,2351,2045,5.0,-5.0,C78,"Ruy Lopez: Closed Variations, Martinez Variation",180+0,Time forfeit
 Blitz ,alifarahi,Strmmnn,0-1,2016.06.30,22:42:56,1924,2026,-7.0,7.0,D20,Queen's Gambit Accepted,180+0,Normal
